arabidopsis_gene	rice_gene	orthology_type	orthology_confidence
AT5G14530	Os05g0543300	ortholog_one2one	1
AT5G05810	Os06g0695900	ortholog_one2one	1
AT2G33540	Os11g0521900	ortholog_one2one	1
AT4G27800	Os01g0552300	ortholog_one2one	1
AT3G54870	Os03g0152900	ortholog_one2one	1
AT1G21730	Os04g0434600	ortholog_one2one	1
AT1G06330	Os01g0758000	ortholog_one2one	1
AT5G26680	Os05g0540100	ortholog_one2one	1
AT1G74340	Os11g0311550	ortholog_one2one	1
AT3G06040	Os02g0198900	ortholog_one2one	1
AT5G15170	Os07g0530100	ortholog_one2one	1
AT2G26990	Os01g0279200	ortholog_one2one	1
AT2G37230	Os02g0110400	ortholog_one2one	1
AT5G57670	Os08g0249100	ortholog_one2one	1
AT1G50510	Os08g0504400	ortholog_one2one	1
AT5G53620	Os08g0543600	ortholog_one2one	1
AT5G35160	Os02g0797700	ortholog_one2one	1
AT3G58590	Os01g0754700	ortholog_one2one	1
AT1G32370	Os02g0279600	ortholog_one2one	1
AT4G33210	Os10g0396400	ortholog_one2one	1
AT1G50380	Os06g0730600	ortholog_one2one	1
AT4G26555	Os02g0199300	ortholog_one2one	1
AT3G46790	Os01g0848300	ortholog_one2one	1
AT5G63060	Os02g0321500	ortholog_one2one	1
AT1G09300	Os12g0563500	ortholog_one2one	1
AT5G39680	Os05g0572900	ortholog_one2one	1
AT4G34980	Os03g0242900	ortholog_one2one	1
AT5G56110	Os04g0470600	ortholog_one2one	1
AT1G12840	Os05g0593100	ortholog_one2one	1
AT4G16566	Os04g0535400	ortholog_one2one	1
AT5G47240	Os04g0547900	ortholog_one2one	1
AT4G02070	Os09g0407600	ortholog_one2one	1
AT1G16870	Os07g0202900	ortholog_one2one	1
AT1G48930	Os04g0674800	ortholog_one2one	1
AT1G14740	Os03g0239200	ortholog_one2one	1
AT1G22450	Os03g0390400	ortholog_one2one	1
AT4G00370	Os09g0570400	ortholog_one2one	1
AT2G31840	Os05g0417200	ortholog_one2one	1
AT5G42370	Os02g0592200	ortholog_one2one	1
AT3G01610	Os06g0109400	ortholog_one2one	1
AT2G33820	Os11g0423800	ortholog_one2one	1
AT1G72090	Os04g0434300	ortholog_one2one	1
AT2G02400	Os01g0978400	ortholog_one2one	1
AT5G49570	Os07g0497400	ortholog_one2one	1
AT3G27100	Os01g0920200	ortholog_one2one	1
AT5G13400	Os01g0103100	ortholog_one2one	1
AT3G21540	Os03g0151700	ortholog_one2one	1
AT5G48310	Os02g0198400	ortholog_one2one	1
AT3G03270	Os02g0773200	ortholog_one2one	1
AT5G14180	Os08g0529800	ortholog_one2one	1
AT3G56310	Os07g0679300	ortholog_one2one	1
AT1G73020	Os01g0706700	ortholog_one2one	1
AT5G55125	Os11g0516100	ortholog_one2one	1
AT5G45380	Os10g0580400	ortholog_one2one	1
AT1G79730	Os08g0157100	ortholog_one2one	1
AT3G10970	Os05g0168300	ortholog_one2one	1
AT1G56450	Os09g0515200	ortholog_one2one	1
AT3G17170	Os12g0563200	ortholog_one2one	1
AT5G10700	Os04g0605200	ortholog_one2one	1
AT5G64150	Os12g0612500	ortholog_one2one	1
AT1G10830	Os12g0405200	ortholog_one2one	1
AT3G23330	Os07g0578800	ortholog_one2one	1
AT5G67170	Os04g0670400	ortholog_one2one	1
AT4G30840	Os08g0266600	ortholog_one2one	1
AT2G32810	Os12g0429200	ortholog_one2one	1
AT1G27900	Os11g0310800	ortholog_one2one	1
AT5G19485	Os06g0338900	ortholog_one2one	1
AT3G18020	Os07g0674300	ortholog_one2one	1
AT1G61850	Os07g0520900	ortholog_one2one	1
AT2G18220	Os10g0495500	ortholog_one2one	1
AT1G09060	Os03g0346700	ortholog_one2one	1
AT5G16510	Os04g0660400	ortholog_one2one	1
AT2G32980	Os08g0204800	ortholog_one2one	1
AT5G27550	Os05g0397900	ortholog_one2one	1
AT2G21870	Os02g0131300	ortholog_one2one	1
AT5G10940	Os03g0187300	ortholog_one2one	1
AT5G03880	Os08g0558200	ortholog_one2one	1
AT1G09130	Os03g0344900	ortholog_one2one	1
AT5G11850	Os02g0220700	ortholog_one2one	1
AT4G20150	Os07g0498300	ortholog_one2one	1
AT5G54890	Os08g0188000	ortholog_one2one	1
AT4G39660	Os03g0171900	ortholog_one2one	1
AT1G74970	Os03g0769100	ortholog_one2one	1
AT5G21040	Os04g0619700	ortholog_one2one	1
AT5G17620	Os01g0869500	ortholog_one2one	1
AT5G17290	Os02g0117800	ortholog_one2one	1
AT1G75330	Os02g0704800	ortholog_one2one	1
AT5G23310	Os06g0143000	ortholog_one2one	1
AT3G47430	Os04g0534600	ortholog_one2one	1
AT3G29320	Os03g0758100	ortholog_one2one	1
AT3G48110	Os06g0103600	ortholog_one2one	1
AT4G33945	Os02g0761200	ortholog_one2one	1
AT5G54770	Os07g0529600	ortholog_one2one	1
AT4G01900	Os05g0133100	ortholog_one2one	1
AT2G23890	Os09g0424600	ortholog_one2one	1
AT3G48150	Os02g0656300	ortholog_one2one	1
AT3G44330	Os08g0102100	ortholog_one2one	1
AT2G35490	Os10g0575700	ortholog_one2one	1
AT5G49030	Os02g0778200	ortholog_one2one	1
AT4G13970	Os07g0227700	ortholog_one2one	1
AT1G10700	Os01g0723600	ortholog_one2one	1
AT1G28320	Os05g0497700	ortholog_one2one	1
AT1G73430	Os08g0451000	ortholog_one2one	1
AT5G38720	Os02g0728700	ortholog_one2one	1
AT5G47680	Os02g0725600	ortholog_one2one	1
AT2G02590	Os03g0800500	ortholog_one2one	1
AT1G78010	Os08g0407000	ortholog_one2one	1
AT1G07230	Os03g0826600	ortholog_one2one	1
AT1G50170	Os02g0296800	ortholog_one2one	1
AT3G01920	Os08g0531300	ortholog_one2one	1
AT5G19855	Os03g0807900	ortholog_one2one	1
AT1G13170	Os12g0285600	ortholog_one2one	1
AT2G22070	Os03g0775400	ortholog_one2one	1
AT2G37310	Os03g0283500	ortholog_one2one	1
AT3G02870	Os03g0587000	ortholog_one2one	1
AT4G34500	Os03g0227900	ortholog_one2one	1
AT4G35490	Os10g0466200	ortholog_one2one	1
AT5G43430	Os04g0182800	ortholog_one2one	1
AT5G23880	Os09g0569400	ortholog_one2one	1
AT5G64420	Os02g0135700	ortholog_one2one	1
AT5G17790	Os01g0815700	ortholog_one2one	1
AT3G25920	Os03g0219900	ortholog_one2one	1
AT1G21450	Os01g0881500	ortholog_one2one	1
AT5G35410	Os06g0606000	ortholog_one2one	1
AT1G28140	Os03g0850600	ortholog_one2one	1
AT3G16990	Os03g0306900	ortholog_one2one	1
AT1G54390	Os03g0748200	ortholog_one2one	1
AT1G60770	Os04g0320200	ortholog_one2one	1
AT3G17970	Os03g0707900	ortholog_one2one	1
AT5G43750	Os01g0929100	ortholog_one2one	1
AT1G27530	Os10g0205200	ortholog_one2one	1
AT5G54860	Os01g0243200	ortholog_one2one	1
AT1G11600	Os06g0680700	ortholog_one2one	1
AT1G04020	Os04g0512400	ortholog_one2one	1
AT2G44710	Os04g0543200	ortholog_one2one	1
AT5G04610	Os08g0520400	ortholog_one2one	1
AT3G06510	Os11g0683500	ortholog_one2one	1
AT3G10420	Os07g0187400	ortholog_one2one	1
AT5G44800	Os07g0497100	ortholog_one2one	1
AT1G72640	Os03g0410700	ortholog_one2one	1
AT1G19800	Os04g0553000	ortholog_one2one	1
AT5G35100	Os08g0292600	ortholog_one2one	1
AT1G79640	Os02g0791700	ortholog_one2one	1
AT2G40780	Os03g0114200	ortholog_one2one	1
AT1G25375	Os01g0133500	ortholog_one2one	1
AT2G29560	Os03g0266200	ortholog_one2one	1
AT5G17250	Os10g0170300	ortholog_one2one	1
AT1G79690	Os02g0793300	ortholog_one2one	1
AT2G48070	Os05g0404400	ortholog_one2one	1
AT5G27970	Os01g0772700	ortholog_one2one	1
AT2G26700	Os01g0174700	ortholog_one2one	1
AT4G38220	Os08g0511900	ortholog_one2one	1
AT2G34690	Os03g0784900	ortholog_one2one	1
AT5G17400	Os11g0661300	ortholog_one2one	1
AT2G20410	Os03g0860000	ortholog_one2one	1
AT3G28460	Os03g0736400	ortholog_one2one	1
AT5G01920	Os05g0480000	ortholog_one2one	1
AT4G10620	Os09g0364500	ortholog_one2one	1
AT1G26370	Os06g0192500	ortholog_one2one	1
AT3G08840	Os07g0691200	ortholog_one2one	1
AT3G27550	Os05g0145300	ortholog_one2one	1
AT3G10630	Os09g0296700	ortholog_one2one	1
AT4G02840	Os02g0586500	ortholog_one2one	1
AT4G19180	Os10g0350500	ortholog_one2one	1
AT3G60740	Os10g0508500	ortholog_one2one	1
AT2G40090	Os03g0698350	ortholog_one2one	1
AT4G09750	Os06g0590301	ortholog_one2one	1
AT3G47390	Os02g0473000	ortholog_one2one	1
AT3G01150	Os03g0376900	ortholog_one2one	1
AT3G05510	Os01g0931300	ortholog_one2one	1
AT4G20360	Os02g0595700	ortholog_one2one	1
AT1G04870	Os06g0142800	ortholog_one2one	1
AT2G04540	Os02g0196900	ortholog_one2one	1
AT5G54090	Os10g0509000	ortholog_one2one	1
AT5G01310	Os03g0293400	ortholog_one2one	1
AT5G64860	Os07g0627000	ortholog_one2one	1
AT3G58690	Os05g0207700	ortholog_one2one	1
AT5G64330	Os02g0568200	ortholog_one2one	1
AT4G14970	Os07g0154400	ortholog_one2one	1
AT1G76080	Os07g0476900	ortholog_one2one	1
AT3G17210	Os01g0516600	ortholog_one2one	1
AT3G44880	Os03g0146400	ortholog_one2one	1
AT1G48760	Os01g0512200	ortholog_one2one	1
AT5G18660	Os03g0351200	ortholog_one2one	1
AT4G13980	Os02g0496100	ortholog_one2one	1
AT2G45690	Os02g0123200	ortholog_one2one	1
AT3G54860	Os04g0223000	ortholog_one2one	1
AT5G47690	Os06g0286351	ortholog_one2one	1
AT4G29060	Os12g0541500	ortholog_one2one	1
AT2G29630	Os03g0679700	ortholog_one2one	1
AT2G02860	Os02g0827200	ortholog_one2one	1
AT5G13480	Os01g0951000	ortholog_one2one	1
AT1G71810	Os04g0640500	ortholog_one2one	1
AT1G06470	Os06g0153200	ortholog_one2one	1
AT4G19003	Os01g0658500	ortholog_one2one	1
AT5G15010	Os01g0816000	ortholog_one2one	1
AT5G11380	Os06g0142900	ortholog_one2one	1
AT5G58860	Os01g0854800	ortholog_one2one	1
AT5G66680	Os07g0209000	ortholog_one2one	1
AT1G67660	Os08g0236700	ortholog_one2one	1
AT3G20630	Os01g0177200	ortholog_one2one	1
AT4G13780	Os10g0400100	ortholog_one2one	1
AT2G41480	Os01g0172600	ortholog_one2one	1
AT1G67280	Os05g0230900	ortholog_one2one	1
AT5G39840	Os04g0459800	ortholog_one2one	1
AT5G06410	Os12g0456200	ortholog_one2one	1
AT2G36980	Os09g0520300	ortholog_one2one	1
AT3G20780	Os09g0279600	ortholog_one2one	1
AT3G06790	Os03g0581600	ortholog_one2one	1
AT3G26380	Os01g0518500	ortholog_one2one	1
AT5G58005	Os08g0441400	ortholog_one2one	1
AT2G28380	Os10g0480500	ortholog_one2one	1
AT5G63120	Os01g0911100	ortholog_one2one	1
AT5G45120	Os05g0511050	ortholog_one2one	1
AT3G54610	Os10g0415900	ortholog_one2one	1
AT4G02750	Os09g0327200	ortholog_one2one	1
AT1G55760	Os08g0495500	ortholog_one2one	1
AT2G04530	Os09g0482680	ortholog_one2one	1
AT1G32500	Os01g0127300	ortholog_one2one	1
AT4G17510	Os02g0654500	ortholog_one2one	1
AT1G70610	Os01g0911300	ortholog_one2one	1
AT4G19460	Os01g0653200	ortholog_one2one	1
AT1G19140	Os03g0405100	ortholog_one2one	1
AT1G75980	Os02g0120400	ortholog_one2one	1
AT1G46480	Os04g0649400	ortholog_one2one	1
AT4G15030	Os11g0639000	ortholog_one2one	1
AT2G28390	Os01g0976000	ortholog_one2one	1
AT1G48160	Os06g0342100	ortholog_one2one	1
AT1G69830	Os01g0715400	ortholog_one2one	1
AT1G76630	Os10g0548200	ortholog_one2one	1
AT3G03100	Os10g0579300	ortholog_one2one	1
AT2G23380	Os06g0275500	ortholog_one2one	1
AT1G01940	Os06g0130500	ortholog_one2one	1
AT2G47750	Os07g0671500	ortholog_one2one	1
AT3G46870	Os07g0549200	ortholog_one2one	1
AT3G10670	Os03g0332700	ortholog_one2one	1
AT4G32360	Os02g0277600	ortholog_one2one	1
AT2G33255	Os02g0816100	ortholog_one2one	1
AT4G20770	Os02g0167200	ortholog_one2one	1
AT1G67140	Os06g0505302	ortholog_one2one	1
AT3G09030	Os03g0264700	ortholog_one2one	1
AT4G16340	Os03g0328000	ortholog_one2one	1
AT3G05740	Os11g0672700	ortholog_one2one	1
AT4G02405	Os07g0247100	ortholog_one2one	1
AT3G26730	Os02g0516600	ortholog_one2one	1
AT2G06025	Os03g0177000	ortholog_one2one	1
AT4G34270	Os03g0760600	ortholog_one2one	1
AT2G20360	Os02g0816800	ortholog_one2one	1
AT1G11880	Os12g0498700	ortholog_one2one	1
AT1G23070	Os03g0406900	ortholog_one2one	1
AT1G02560	Os03g0308100	ortholog_one2one	1
AT5G61510	Os03g0101600	ortholog_one2one	1
AT3G27730	Os02g0617500	ortholog_one2one	1
AT5G06830	Os06g0320100	ortholog_one2one	1
AT2G35150	Os07g0496700	ortholog_one2one	1
AT4G31770	Os03g0725300	ortholog_one2one	1
AT1G31770	Os08g0167000	ortholog_one2one	1
AT5G14520	Os03g0699200	ortholog_one2one	1
AT5G58200	Os06g0182400	ortholog_one2one	1
AT3G06110	Os01g0390900	ortholog_one2one	1
AT1G19485	Os01g0858000	ortholog_one2one	1
AT1G05460	Os03g0160400	ortholog_one2one	1
AT5G64730	Os02g0543400	ortholog_one2one	1
AT1G67630	Os12g0242900	ortholog_one2one	1
AT5G13830	Os03g0822300	ortholog_one2one	1
AT2G24860	Os09g0423700	ortholog_one2one	1
AT1G56230	Os01g0347100	ortholog_one2one	1
AT5G10780	Os03g0360500	ortholog_one2one	1
AT1G79950	Os01g0592900	ortholog_one2one	1
AT3G08760	Os01g0822200	ortholog_one2one	1
AT3G01420	Os12g0448900	ortholog_one2one	1
AT3G54480	Os07g0659700	ortholog_one2one	1
AT3G26420	Os03g0836200	ortholog_one2one	1
AT1G48420	Os02g0773300	ortholog_one2one	1
AT3G06850	Os01g0314100	ortholog_one2one	1
AT5G42850	Os06g0320000	ortholog_one2one	1
AT1G71870	Os03g0839200	ortholog_one2one	1
AT5G30510	Os03g0315800	ortholog_one2one	1
AT1G74640	Os09g0413700	ortholog_one2one	1
AT3G63490	Os05g0388500	ortholog_one2one	1
AT5G64470	Os02g0117900	ortholog_one2one	1
AT2G35450	Os04g0391900	ortholog_one2one	1
AT4G39740	Os09g0370200	ortholog_one2one	1
AT5G45900	Os01g0614900	ortholog_one2one	1
AT2G27290	Os04g0416000	ortholog_one2one	1
AT1G08110	Os05g0295800	ortholog_one2one	1
AT3G27110	Os01g0970700	ortholog_one2one	1
AT1G79380	Os08g0135400	ortholog_one2one	1
AT4G15780	Os07g0249200	ortholog_one2one	1
AT1G31660	Os09g0352400	ortholog_one2one	1
AT4G09010	Os04g0602100	ortholog_one2one	1
AT5G57860	Os03g0364000	ortholog_one2one	1
AT1G14310	Os08g0169800	ortholog_one2one	1
AT5G08170	Os04g0466600	ortholog_one2one	1
AT5G52840	Os03g0313000	ortholog_one2one	1
AT1G02170	Os10g0565100	ortholog_one2one	1
AT1G26470	Os05g0512500	ortholog_one2one	1
AT5G06550	Os11g0572800	ortholog_one2one	1
AT3G51130	Os06g0714000	ortholog_one2one	1
AT4G12130	Os06g0134800	ortholog_one2one	1
AT4G30950	Os08g0440900	ortholog_one2one	1
AT2G47390	Os03g0307100	ortholog_one2one	1
AT5G10720	Os06g0654300	ortholog_one2one	1
AT5G63290	Os12g0270100	ortholog_one2one	1
AT5G08710	Os11g0545800	ortholog_one2one	1
AT4G21200	Os07g0103500	ortholog_one2one	1
AT2G26810	Os07g0641600	ortholog_one2one	1
AT5G56740	Os09g0347800	ortholog_one2one	1
AT4G01800	Os01g0321300	ortholog_one2one	1
AT5G51550	Os06g0133600	ortholog_one2one	1
AT2G21720	Os03g0157700	ortholog_one2one	1
AT5G38630	Os08g0384000	ortholog_one2one	1
AT3G13224	Os08g0320100	ortholog_one2one	1
AT1G54490	Os03g0794800	ortholog_one2one	1
AT5G23810	Os02g0722400	ortholog_one2one	1
AT3G12760	Os06g0233400	ortholog_one2one	1
AT1G52760	Os02g0207900	ortholog_one2one	1
AT1G55915	Os06g0191200	ortholog_one2one	1
AT2G28480	Os01g0958400	ortholog_one2one	1
AT3G01510	Os08g0379300	ortholog_one2one	1
AT3G13700	Os06g0151200	ortholog_one2one	1
AT1G14030	Os09g0411650	ortholog_one2one	1
AT1G52310	Os01g0104000	ortholog_one2one	1
AT3G09210	Os03g0825500	ortholog_one2one	1
AT4G17100	Os04g0542900	ortholog_one2one	1
AT1G61770	Os12g0258200	ortholog_one2one	1
AT3G60660	Os07g0484500	ortholog_one2one	1
AT1G16070	Os02g0179400	ortholog_one2one	1
AT2G42820	Os01g0728150	ortholog_one2one	1
AT4G33440	Os08g0107300	ortholog_one2one	1
AT1G29340	Os02g0234300	ortholog_one2one	1
AT1G36320	Os02g0291500	ortholog_one2one	1
AT5G47710	Os09g0251800	ortholog_one2one	1
AT2G36230	Os05g0400800	ortholog_one2one	1
AT3G11980	Os03g0167600	ortholog_one2one	1
AT1G79900	Os01g0225000	ortholog_one2one	1
AT5G16520	Os01g0100500	ortholog_one2one	1
AT3G55260	Os05g0115900	ortholog_one2one	1
AT1G03750	Os05g0247900	ortholog_one2one	1
AT5G17530	Os07g0447800	ortholog_one2one	1
AT2G40320	Os05g0356700	ortholog_one2one	1
AT1G80880	Os08g0272200	ortholog_one2one	1
AT3G55850	Os01g0952700	ortholog_one2one	1
AT1G19430	Os03g0775200	ortholog_one2one	1
AT2G25140	Os02g0181900	ortholog_one2one	1
AT2G47020	Os05g0277300	ortholog_one2one	1
AT2G05590	Os07g0438700	ortholog_one2one	1
AT2G33640	Os04g0585100	ortholog_one2one	1
AT3G58530	Os02g0281150	ortholog_one2one	1
AT1G10030	Os12g0633200	ortholog_one2one	1
AT5G51020	Os11g0524300	ortholog_one2one	1
AT3G51040	Os03g0799500	ortholog_one2one	1
AT5G01510	Os01g0141600	ortholog_one2one	1
AT1G63940	Os08g0151800	ortholog_one2one	1
AT1G21710	Os02g0552600	ortholog_one2one	1
AT2G26970	Os02g0465500	ortholog_one2one	1
AT5G32450	Os03g0748900	ortholog_one2one	1
AT5G63840	Os03g0216600	ortholog_one2one	1
AT1G62250	Os03g0744700	ortholog_one2one	1
AT5G54580	Os08g0139000	ortholog_one2one	1
AT1G25570	Os01g0140400	ortholog_one2one	1
AT2G42220	Os09g0279400	ortholog_one2one	1
AT5G15710	Os04g0668600	ortholog_one2one	1
AT1G31730	Os01g0916200	ortholog_one2one	1
AT3G17205	Os05g0159000	ortholog_one2one	1
AT4G08455	Os07g0258700	ortholog_one2one	1
AT5G40390	Os01g0170000	ortholog_one2one	1
AT4G17910	Os03g0378200	ortholog_one2one	1
AT5G21482	Os08g0460600	ortholog_one2one	1
AT3G46980	Os01g0852200	ortholog_one2one	1
AT1G27320	Os01g0923700	ortholog_one2one	1
AT2G20420	Os02g0621700	ortholog_one2one	1
AT2G32260	Os02g0173500	ortholog_one2one	1
AT3G55400	Os03g0209600	ortholog_one2one	1
AT5G65860	Os03g0761200	ortholog_one2one	1
AT3G08920	Os03g0289400	ortholog_one2one	1
AT4G26180	Os02g0226300	ortholog_one2one	1
AT1G63270	Os04g0627200	ortholog_one2one	1
AT4G14930	Os07g0204500	ortholog_one2one	1
AT1G43860	Os08g0107500	ortholog_one2one	1
AT5G23170	Os01g0267800	ortholog_one2one	1
AT3G45830	Os05g0117864	ortholog_one2one	1
AT2G13360	Os08g0502700	ortholog_one2one	1
AT3G50845	Os03g0775500	ortholog_one2one	1
AT5G59520	Os01g0972200	ortholog_one2one	1
AT3G25900	Os03g0221200	ortholog_one2one	1
AT2G18510	Os10g0457000	ortholog_one2one	1
AT1G63770	Os08g0562700	ortholog_one2one	1
AT4G18750	Os01g0205200	ortholog_one2one	1
AT3G03790	Os07g0165200	ortholog_one2one	1
AT2G22570	Os02g0606800	ortholog_one2one	1
AT5G63830	Os10g0520700	ortholog_one2one	1
AT5G64090	Os11g0169600	ortholog_one2one	1
AT4G22670	Os02g0100300	ortholog_one2one	1
AT5G45170	Os12g0630700	ortholog_one2one	1
AT2G38720	Os05g0409400	ortholog_one2one	1
AT2G42770	Os01g0730800	ortholog_one2one	1
AT1G71060	Os01g0505500	ortholog_one2one	1
AT3G11710	Os03g0586800	ortholog_one2one	1
AT5G38730	Os02g0827900	ortholog_one2one	1
AT1G09340	Os12g0420200	ortholog_one2one	1
AT2G33680	Os01g0374200	ortholog_one2one	1
AT1G74960	Os07g0616200	ortholog_one2one	1
AT2G41670	Os11g0447300	ortholog_one2one	1
AT2G21070	Os02g0121200	ortholog_one2one	1
AT1G29200	Os06g0545900	ortholog_one2one	1
AT5G38460	Os07g0164500	ortholog_one2one	1
AT3G16565	Os01g0120400	ortholog_one2one	1
AT2G33450	Os05g0101400	ortholog_one2one	1
AT3G23700	Os03g0844900	ortholog_one2one	1
AT1G10600	Os01g0661500	ortholog_one2one	1
AT1G67320	Os07g0406800	ortholog_one2one	1
AT2G35360	Os09g0573100	ortholog_one2one	1
AT5G06160	Os03g0717600	ortholog_one2one	1
AT4G36990	Os09g0456800	ortholog_one2one	1
AT4G33540	Os02g0829500	ortholog_one2one	1
AT1G36390	Os04g0431100	ortholog_one2one	1
AT5G61140	Os03g0213400	ortholog_one2one	1
AT5G37850	Os12g0600400	ortholog_one2one	1
AT2G02150	Os06g0565000	ortholog_one2one	1
AT2G27480	Os08g0558100	ortholog_one2one	1
AT3G50420	Os04g0672700	ortholog_one2one	1
AT5G15450	Os03g0426900	ortholog_one2one	1
AT1G77090	Os12g0190200	ortholog_one2one	1
AT5G26230	Os05g0390600	ortholog_one2one	1
AT5G42760	Os03g0775000	ortholog_one2one	1
AT4G30825	Os09g0423300	ortholog_one2one	1
AT4G35790	Os09g0543100	ortholog_one2one	1
AT2G27680	Os09g0567366	ortholog_one2one	1
AT3G07860	Os04g0663500	ortholog_one2one	1
AT2G31880	Os06g0288100	ortholog_one2one	1
AT1G12550	Os04g0107500	ortholog_one2one	1
AT5G48340	Os01g0897100	ortholog_one2one	1
AT1G78790	Os04g0481500	ortholog_one2one	1
AT3G22150	Os04g0602600	ortholog_one2one	1
AT1G10510	Os06g0237502	ortholog_one2one	1
AT2G43980	Os09g0518700	ortholog_one2one	1
AT3G20650	Os08g0180000	ortholog_one2one	1
AT1G29940	Os10g0495600	ortholog_one2one	1
AT5G57850	Os02g0273100	ortholog_one2one	1
AT3G48990	Os04g0683700	ortholog_one2one	1
AT5G02860	Os07g0590600	ortholog_one2one	1
AT4G28740	Os04g0507100	ortholog_one2one	1
AT4G00740	Os04g0569400	ortholog_one2one	1
AT3G56490	Os03g0322500	ortholog_one2one	1
AT3G52210	Os02g0780600	ortholog_one2one	1
AT1G70630	Os05g0513700	ortholog_one2one	1
AT3G05520	Os07g0414800	ortholog_one2one	1
AT3G50685	Os10g0213700	ortholog_one2one	1
AT1G16180	Os02g0792900	ortholog_one2one	1
AT5G49060	Os05g0364500	ortholog_one2one	1
AT3G02360	Os06g0111500	ortholog_one2one	1
AT5G52780	Os10g0533100	ortholog_one2one	1
AT5G08540	Os04g0527800	ortholog_one2one	1
AT1G65280	Os01g0521500	ortholog_one2one	1
AT1G71190	Os01g0962200	ortholog_one2one	1
AT4G16450	Os08g0431500	ortholog_one2one	1
AT1G28680	Os06g0155500	ortholog_one2one	1
AT4G33460	Os01g0770500	ortholog_one2one	1
AT3G04460	Os10g0467200	ortholog_one2one	1
AT1G02870	Os05g0367100	ortholog_one2one	1
AT5G56580	Os01g0510100	ortholog_one2one	1
AT3G07750	Os12g0403800	ortholog_one2one	1
AT4G14145	Os03g0288400	ortholog_one2one	1
AT3G62600	Os05g0156500	ortholog_one2one	1
AT2G37500	Os03g0279400	ortholog_one2one	1
AT5G16420	Os06g0125300	ortholog_one2one	1
AT5G25760	Os02g0634800	ortholog_one2one	1
AT4G34910	Os03g0728800	ortholog_one2one	1
AT1G80380	Os01g0682500	ortholog_one2one	1
AT3G60370	Os07g0490400	ortholog_one2one	1
AT5G55220	Os06g0308000	ortholog_one2one	1
AT5G58330	Os08g0562100	ortholog_one2one	1
AT1G74070	Os01g0111100	ortholog_one2one	1
AT1G80660	Os05g0319800	ortholog_one2one	1
AT1G22800	Os12g0203100	ortholog_one2one	1
AT1G29320	Os07g0506700	ortholog_one2one	1
AT5G63110	Os08g0344100	ortholog_one2one	1
AT4G00030	Os04g0551700	ortholog_one2one	1
AT1G59720	Os07g0191500	ortholog_one2one	1
AT5G11960	Os01g0708300	ortholog_one2one	1
AT4G00585	Os09g0560300	ortholog_one2one	1
AT1G47670	Os12g0485600	ortholog_one2one	1
AT5G42970	Os03g0197400	ortholog_one2one	1
AT3G15520	Os07g0565600	ortholog_one2one	1
AT5G43050	Os04g0488600	ortholog_one2one	1
AT1G71090	Os08g0191000	ortholog_one2one	1
AT3G47450	Os02g0104700	ortholog_one2one	1
AT1G63490	Os06g0731600	ortholog_one2one	1
AT3G25530	Os02g0562700	ortholog_one2one	1
AT5G41330	Os07g0419200	ortholog_one2one	1
AT1G29950	Os01g0626900	ortholog_one2one	1
AT1G44970	Os01g0263000	ortholog_one2one	1
AT1G56090	Os04g0616100	ortholog_one2one	1
AT1G14790	Os02g0736200	ortholog_one2one	1
AT3G29240	Os10g0330400	ortholog_one2one	1
AT4G30890	Os07g0661300	ortholog_one2one	1
AT2G40700	Os05g0110500	ortholog_one2one	1
AT1G73720	Os01g0322800	ortholog_one2one	1
AT1G01140	Os03g0126800	ortholog_one2one	1
AT3G11530	Os01g0966500	ortholog_one2one	1
AT4G28830	Os06g0162600	ortholog_one2one	1
AT1G31800	Os02g0817900	ortholog_one2one	1
AT1G77680	Os02g0754100	ortholog_one2one	1
AT2G43760	Os02g0140300	ortholog_one2one	1
AT3G07670	Os02g0725200	ortholog_one2one	1
AT2G45500	Os06g0130000	ortholog_one2one	1
AT5G17930	Os05g0147200	ortholog_one2one	1
AT5G36120	Os01g0966200	ortholog_one2one	1
AT2G21710	Os07g0134700	ortholog_one2one	1
AT4G20410	Os04g0618500	ortholog_one2one	1
AT3G16010	Os02g0266200	ortholog_one2one	1
AT5G10690	Os09g0431600	ortholog_one2one	1
AT1G08780	Os03g0628900	ortholog_one2one	1
AT3G24590	Os02g0267000	ortholog_one2one	1
AT1G78590	Os09g0345700	ortholog_one2one	1
AT1G53580	Os01g0667200	ortholog_one2one	1
AT4G19540	Os03g0627300	ortholog_one2one	1
AT3G07180	Os01g0907300	ortholog_one2one	1
AT2G44920	Os01g0144100	ortholog_one2one	1
AT3G08610	Os05g0481600	ortholog_one2one	1
AT3G25970	Os08g0375800	ortholog_one2one	1
AT5G40850	Os01g0631200	ortholog_one2one	1
AT4G20930	Os06g0677400	ortholog_one2one	1
AT3G04260	Os10g0462800	ortholog_one2one	1
AT2G39990	Os05g0104800	ortholog_one2one	1
AT4G15440	Os02g0110200	ortholog_one2one	1
AT2G45990	Os07g0418000	ortholog_one2one	1
AT5G45300	Os02g0129600	ortholog_one2one	1
AT3G59660	Os09g0516900	ortholog_one2one	1
AT1G10170	Os06g0252300	ortholog_one2one	1
AT2G39190	Os02g0805800	ortholog_one2one	1
AT2G44580	Os05g0119600	ortholog_one2one	1
AT3G22990	Os07g0609766	ortholog_one2one	1
AT5G64440	Os04g0102700	ortholog_one2one	1
AT2G39000	Os02g0806000	ortholog_one2one	1
AT1G61010	Os03g0852900	ortholog_one2one	1
